miRNA ID,donor1 2D,donor2 2D,donor1 3D,donor2 3D,Fold change,p-value
hsa-miR-195-3p,0.040216821,0.034354183,0.027289965,0.024096386,0.69,
hsa-miR-195-5p,0.174855744,0.145795802,0.344491503,0.189759036,1.67,
hsa-miR-196a-3p,0.073439412,0.03393523,0.067338874,0.046339203,1.06,
hsa-miR-196a-5p,0.517573002,0.263102769,2.582268611,1.522474513,5.26,
hsa-miR-196b-3p,0.071690855,0.02304244,0.030125286,0.024328082,0.57,
hsa-miR-196b-5p,0.36195139,0.323432067,0.911732913,0.596617238,2.2,
hsa-miR-197-3p,0.793845078,1.536302317,0.359022523,0.657321594,0.44,
hsa-miR-197-5p,0.076936527,0.075830575,0.014176605,0.023401297,0.25,
hsa-miR-1972,0.001748557,0.02304244,0.01311336,0.011816497,1.01,
hsa-miR-1973,0.001748557,0.006284302,0.005493434,0.007877665,1.66,
hsa-miR-1976,0.041965379,0.03393523,0.017720756,0.019462465,0.49,
hsa-miR-198,0.309494667,1.11944363,0.663110702,1.223123262,1.32,
hsa-miR-199a-3p,17.05368071,12.62306758,84.87285357,51.97729379,4.61,
hsa-miR-199a-5p,1.094596958,0.767522728,2.469741809,1.528730306,2.15,
hsa-miR-199b-3p,2.528414058,1.174326532,8.974854247,5.37326228,3.87,
hsa-miR-199b-5p,0.229061025,0.255142654,0.39269196,0.232391103,1.29,
hsa-miR-19a-3p,0.066445183,0.031840463,0.025517889,0.02618165,0.53,
hsa-miR-19a-5p,0.001748557,0.022623487,0.01523985,0.015987025,1.28,
hsa-miR-19b-1-5p,0.001748557,0.005446395,0.015948681,0.010658017,3.7,
hsa-miR-19b-2-5p,0.024479804,0.010473836,0.00797434,0.008341057,0.47,
hsa-miR-19b-3p,0.197586991,0.192299636,0.122096011,0.147358665,0.69,
hsa-miR-200a-3p,0.07518797,0.038124764,0.029593663,0.027571826,0.5,
hsa-miR-200a-5p,0.043713936,0.0242993,0.024809059,0.020620945,0.67,
hsa-miR-200b-3p,0.078685085,0.077506389,0.055643175,0.037534754,0.6,
hsa-miR-200b-5p,0.043713936,0.015920231,0.011518492,0.008341057,0.33,
hsa-miR-200c-3p,0.054205281,0.038543718,0.032428984,0.026413346,0.63,
hsa-miR-200c-5p,0.038468264,0.021366626,0.025340682,0.055375348,1.35,
hsa-miR-202-3p,0.031474034,0.018433952,0.020910492,0.016218721,0.74,
hsa-miR-202-5p,0.029725476,0.008379069,0.009746416,0.006024096,0.41,
hsa-miR-203a-3p,0.099667774,0.049855461,0.027289965,0.05583874,0.56,
hsa-miR-203a-5p,0.040216821,0.010473836,0.027289965,0.009499537,0.73,
hsa-miR-203b-3p,0.038468264,0.021366626,0.011872907,0.015987025,0.47,
hsa-miR-203b-5p,0.071690855,0.017177092,0.016125888,0.016218721,0.36,
hsa-miR-204-3p,0.038468264,0.021366626,0.017011926,0.016450417,0.56,
hsa-miR-204-5p,0.110159119,0.079182203,0.03420106,0.039620019,0.39,
hsa-miR-205-3p,0.069942298,0.031002556,0.026758342,0.013901761,0.4,
hsa-miR-205-5p,0.139884595,0.146633709,0.064503553,0.121872104,0.65,
hsa-miR-2052,0.001748557,0.007541162,0.005139019,0.004402224,1.03,
hsa-miR-2053,0.001748557,0.024718254,0.018606794,0.022937905,1.57,
hsa-miR-2054,0.020982689,0.007541162,0.009923624,0.005329008,0.53,
hsa-miR-206,0.089176429,0.041476392,0.02037887,0.02849861,0.37,
hsa-miR-208a-3p,0.06119951,0.102224643,0.071769063,0.133920297,1.26,
hsa-miR-208a-5p,0.054205281,0.041057439,0.016125888,0.015291937,0.33,
hsa-miR-208b-3p,0.160867284,0.052788135,0.089667027,0.050046339,0.65,
hsa-miR-208b-5p,0.027976919,0.043152206,0.030834116,0.057460612,1.24,
hsa-miR-20a-3p,0.001748557,0.020528719,0.024631851,0.009731233,1.54,
hsa-miR-20a-5p,0.617240776,0.673258201,0.225053605,0.355885079,0.45,
hsa-miR-20b-3p,0.001748557,0.012987557,0.009746416,0.011353105,1.43,
hsa-miR-20b-5p,0.050708166,0.049855461,0.015594266,0.021547729,0.37,
hsa-miR-21-3p,0.073439412,0.032259416,0.141588843,0.096617238,2.25,
hsa-miR-21-5p,36.1916419,24.77271775,241.0274495,118.1311399,5.89,
hsa-miR-210-3p,0.118901906,0.062005111,0.100476688,0.079935125,1,
hsa-miR-210-5p,0.054205281,0.036867904,0.019138417,0.022242817,0.45,
hsa-miR-211-3p,0.209826893,0.674515061,0.775991919,1.393419833,2.45,
hsa-miR-211-5p,0.078685085,0.08127697,0.032074569,0.062557924,0.59,
hsa-miR-2110,0.260535059,0.444928568,0.117134199,0.34244671,0.65,
hsa-miR-2113,0.033222591,0.01214965,0.008505963,0.008804449,0.38,
hsa-miR-2114-3p,1.122573877,1.521219992,2.370682781,0.618396664,1.13,
hsa-miR-2114-5p,0.164364399,0.191880682,0.084173593,0.173772011,0.72,
hsa-miR-2115-3p,0.073439412,0.025556161,0.016480303,0.018303985,0.35,
hsa-miR-2115-5p,0.20458122,0.023461393,0.023745813,0.012279889,0.16,
hsa-miR-2116-3p,0.099667774,0.027650928,0.024454644,0.022242817,0.37,
hsa-miR-2116-5p,0.019234132,0.027650928,0.017011926,0.019925857,0.79,
hsa-miR-2117,0.041965379,0.029326742,0.018961209,0.012743281,0.44,
hsa-miR-212-3p,0.066445183,0.055720809,0.043061438,0.044253939,0.71,
hsa-miR-212-5p,0.045462493,0.022204533,0.031720154,0.031510658,0.93,
hsa-miR-214-3p,0.332225914,0.322175206,1.002640393,0.963855422,3.01,
hsa-miR-214-5p,0.034971149,0.02304244,0.194042282,0.096617238,5.01,
hsa-miR-215-3p,0.001748557,0.006703255,0.01382219,0.007414272,2.51,
hsa-miR-215-5p,0.118901906,0.054044996,0.044833513,0.048656163,0.54,
hsa-miR-216a-3p,0.001748557,0.010054883,0.010455246,0.009036145,1.65,
hsa-miR-216a-5p,0.029725476,0.098035108,0.092679556,0.097544022,1.49,
hsa-miR-216b-3p,0.064696625,0.06912732,0.02906204,0.042863763,0.54,
hsa-miR-216b-5p,0.022731247,0.006703255,0.006202265,0.003243744,0.32,
hsa-miR-217,0.096170659,0.028488835,0.03632755,0.021547729,0.46,
hsa-miR-218-1-3p,0.090924987,0.080858017,0.042352608,0.056302132,0.57,
hsa-miR-218-2-3p,0.076936527,0.045665927,0.047668835,0.055143652,0.84,
hsa-miR-218-5p,0.239552369,0.284050442,0.332973011,0.257182576,1.13,
hsa-miR-219a-1-3p,0.06119951,0.029745695,0.023036983,0.020852641,0.48,
hsa-miR-219a-2-3p,0.033222591,0.013825464,0.011164076,0.006255792,0.37,
hsa-miR-219a-5p,0.029725476,0.018014999,0.015594266,0.011353105,0.56,
hsa-miR-219b-3p,0.034971149,0.027650928,0.021619323,0.021547729,0.69,
hsa-miR-219b-5p,0.052456723,0.037705811,0.01523985,0.034522706,0.55,
hsa-miR-22-3p,1.669872355,0.776320751,4.046534706,2.87326228,2.83,
hsa-miR-22-5p,0.069942298,0.051950228,0.198826886,0.106116775,2.5,
hsa-miR-221-3p,9.650288512,6.321588671,56.86484379,34.09430028,5.69,
hsa-miR-221-5p,0.117153348,0.083790691,0.617568358,0.287071362,4.5,
hsa-miR-222-3p,3.035495716,1.380451632,8.260176144,5.469647822,3.11,
hsa-miR-222-5p,0.040216821,0.025975114,0.096223707,0.054216867,2.27,
hsa-miR-223-3p,9.03654485,8.399597805,1.376548351,2.677710843,0.23,
hsa-miR-223-5p,0.131141808,0.12736185,0.042352608,0.071130677,0.44,
hsa-miR-224-3p,0.034971149,0.053207089,0.089312612,0.029888786,1.35,
hsa-miR-224-5p,0.923238328,0.781767146,1.861742659,1.716172382,2.1,
hsa-miR-2276-3p,0.07518797,0.029326742,0.121918803,0.09823911,2.11,
hsa-miR-2276-5p,0.047211051,0.026394068,0.010809661,0.018072289,0.39,
hsa-miR-2277-3p,0.166112957,0.086723365,0.128298276,0.078313253,0.82,
hsa-miR-2277-5p,0.038468264,0.027231975,0.027112757,0.028035218,0.84,
hsa-miR-2278,0.017485574,0.007541162,0.011518492,0.007877665,0.78,
hsa-miR-2355-3p,0.040216821,0.030164649,0.033492229,0.033364226,0.95,
hsa-miR-2355-5p,0.022731247,0.016758138,0.031188531,0.015523633,1.18,
hsa-miR-2392,0.048959608,0.036867904,0.020556077,0.024791474,0.53,
hsa-miR-23a-3p,2.439237629,2.903347438,8.971487303,6.227757183,2.84,
hsa-miR-23a-5p,0.194089876,0.099710922,0.029239248,0.086422614,0.39,
hsa-miR-23b-3p,1.363874803,1.265658385,4.667824423,2.83897127,2.85,
hsa-miR-23b-5p,0.062948068,0.029326742,0.064326345,0.050741427,1.25,
hsa-miR-23c,0.052456723,0.028907788,0.051212986,0.03660797,1.08,
hsa-miR-24-1-5p,0.078685085,0.09342662,0.086831706,0.09708063,1.07,
hsa-miR-24-2-5p,0.054205281,0.02304244,0.035264305,0.028730306,0.83,
hsa-miR-24-3p,3.199860115,2.558967699,5.759068597,4.969879518,1.86,
hsa-miR-2467-3p,0.031474034,0.017596045,0.013644982,0.010194625,0.49,
hsa-miR-2467-5p,0.111907676,0.097197201,0.027998795,0.063716404,0.44,
hsa-miR-25-3p,3.393949991,4.796179144,3.802342684,4.186978684,0.98,
hsa-miR-25-5p,0.040216821,0.044409066,0.034378267,0.044253939,0.93,
hsa-miR-2681-3p,0.117153348,0.124429176,0.10472967,0.125115848,0.95,
hsa-miR-2681-5p,0.034971149,0.029326742,0.027821587,0.02618165,0.84,
hsa-miR-2682-3p,0.041965379,0.111860572,0.086300083,0.163809082,1.63,
hsa-miR-2682-5p,0.022731247,0.011311743,0.010455246,0.009036145,0.57,
hsa-miR-26a-1-3p,0.031474034,0.016339185,0.01382219,0.012743281,0.56,
hsa-miR-26a-2-3p,0.085679315,0.046503833,0.053516684,0.048192771,0.77,
hsa-miR-26a-5p,7.837034447,8.478780008,11.07635874,7.643883225,1.15,
hsa-miR-26b-3p,0.066445183,0.023880347,0.037213588,0.061399444,1.09,
hsa-miR-26b-5p,3.79786676,4.016087813,3.04921054,2.628359592,0.73,
hsa-miR-27a-3p,0.627732121,0.562654489,3.597845156,2.147590361,4.83,
hsa-miR-27a-5p,0.522818675,1.909170891,0.939908915,1.927479147,1.18,
hsa-miR-27b-3p,3.595034097,3.010180569,10.69855221,7.253707136,2.72,
hsa-miR-27b-5p,0.078685085,0.100129876,0.081161064,0.057460612,0.78,
hsa-miR-28-3p,0.314740339,0.426075663,0.83482483,0.678869323,2.04,
hsa-miR-28-5p,0.045462493,0.055720809,0.045010721,0.067655236,1.11,
hsa-miR-2861,0.041965379,0.030583602,0.013290567,0.015987025,0.4,
hsa-miR-2909,0.059450953,0.049017554,0.085591253,0.03197405,1.08,
hsa-miR-296-3p,0.290260535,0.368260086,0.535166841,0.313484708,1.29,
hsa-miR-296-5p,0.131141808,1.25895513,0.278215874,1.617701576,1.36,
hsa-miR-297,0.001748557,0.005446395,0.006733887,0.004170528,1.52,
hsa-miR-298,0.040216821,0.021366626,0.059010119,0.041705283,1.64,
hsa-miR-299-3p,0.06119951,0.0909129,0.116070954,0.129981464,1.62,
hsa-miR-299-5p,0.145130268,0.175960451,0.1476139,0.144346617,0.91,
hsa-miR-29a-3p,4.642420003,3.428296116,40.75242331,30.93396664,8.88,
hsa-miR-29a-5p,0.033222591,0.04608488,0.037922419,0.068813716,1.35,
hsa-miR-29b-1-5p,0.026228362,0.030164649,0.054579929,0.025718258,1.42,
hsa-miR-29b-2-5p,0.036719706,0.011311743,0.02037887,0.006487488,0.56,
hsa-miR-29b-3p,0.459870607,0.305417068,1.060941681,0.56047266,2.12,
hsa-miR-29c-3p,0.321734569,0.352339855,1.252857472,0.888322521,3.18,
hsa-miR-29c-5p,0.062948068,0.044409066,0.062908685,0.041241891,0.97,
hsa-miR-300,0.026228362,0.008379069,0.008683171,0.008109361,0.49,
hsa-miR-301a-3p,0.14338171,0.09342662,0.034555475,0.037071362,0.3,
hsa-miR-301a-5p,0.034971149,0.013406511,0.010809661,0.007645968,0.38,
hsa-miR-301b-3p,0.064696625,0.020947673,0.015062643,0.012974977,0.33,
hsa-miR-301b-5p,0.038468264,0.012987557,0.019315624,0.018535681,0.74,
hsa-miR-302a-3p,0.017485574,0.01214965,0.008683171,0.007877665,0.56,
hsa-miR-302a-5p,0.036719706,0.0242993,0.028530418,0.031742354,0.99,
hsa-miR-302b-3p,0.001748557,0.009635929,0.012936152,0.007645968,1.81,
hsa-miR-302b-5p,0.0821822,0.095102434,0.079743403,0.052826691,0.75,
hsa-miR-302c-3p,0.022731247,0.004189535,0.003721359,0.00463392,0.31,
hsa-miR-302c-5p,0.026228362,0.022204533,0.018606794,0.022937905,0.86,
hsa-miR-302d-3p,0.041965379,0.018014999,0.018252379,0.019462465,0.63,
hsa-miR-302d-5p,0.017485574,0.01089279,0.021619323,0.006255792,0.98,
hsa-miR-302e,0.001748557,0.004189535,0.002126491,0.000231696,0.4,
hsa-miR-302f,0.036719706,0.139930454,0.349630522,0.075301205,2.41,
hsa-miR-3064-3p,0.036719706,0.037286857,0.033492229,0.03660797,0.95,
hsa-miR-3064-5p,0.038468264,0.039800578,0.043947476,0.025254866,0.88,
hsa-miR-30a-3p,0.106662004,0.073316854,0.438588719,0.242817424,3.79,
hsa-miR-30a-5p,2.652561637,1.879425196,8.507203487,4.99652456,2.98,
hsa-miR-30b-3p,0.069942298,0.038543718,0.024631851,0.025254866,0.46,
hsa-miR-30b-5p,0.131141808,0.1395115,0.122273219,0.087349398,0.77,
hsa-miR-30c-1-3p,0.152124497,0.026394068,0.169233223,0.034059314,1.14,
hsa-miR-30c-2-3p,0.034971149,0.018014999,0.076199252,0.032205746,2.05,
hsa-miR-30c-5p,0.540304249,0.643931459,0.562456806,0.402455978,0.81,
hsa-miR-30d-3p,0.020982689,0.010473836,0.01382219,0.006719184,0.65,
hsa-miR-30d-5p,4.107361427,3.970421886,3.511190658,4.008572753,0.93,
hsa-miR-30e-3p,0.0821822,0.086723365,0.15487941,0.11746988,1.61,
hsa-miR-30e-5p,2.41126071,1.486027902,1.302830005,1.198795181,0.64,
hsa-miR-31-3p,0.118901906,0.086304412,0.164094204,0.144346617,1.5,
hsa-miR-31-5p,0.855044588,0.808580167,5.238255569,3.692075996,5.37,
hsa-miR-3115,0.087427872,0.076249529,0.124045294,0.058619092,1.12,
hsa-miR-3116,0.038468264,0.011311743,0.010986869,0.007645968,0.37,
hsa-miR-3117-3p,0.020982689,0.006284302,0.016480303,0.012279889,1.05,
hsa-miR-3117-5p,0.001748557,0.010473836,0.009037586,0.010426321,1.59,
hsa-miR-3118,0.057702396,0.028907788,0.036504758,0.018303985,0.63,
hsa-miR-3119,0.022731247,0.006703255,0.008683171,0.007182576,0.54,
hsa-miR-3120-3p,0.034971149,0.036448951,0.028884833,0.035217794,0.9,
hsa-miR-3121-3p,0.001748557,0.007960116,0.005139019,0.005097312,1.05,
hsa-miR-3121-5p,0.055953838,0.028907788,0.032606192,0.027571826,0.71,
hsa-miR-3122,0.07518797,0.044409066,0.030656908,0.034754402,0.55,
hsa-miR-3123,0.026228362,0.010054883,0.015771473,0.007877665,0.65,
hsa-miR-3124-3p,0.085679315,0.060748251,0.013999397,0.051204819,0.45,
hsa-miR-3124-5p,0.139884595,0.134903012,0.058655703,0.085495829,0.52,
hsa-miR-3125,0.117153348,0.41476392,0.038808456,0.287998146,0.61,
hsa-miR-3126-3p,0.087427872,0.036867904,0.049795325,0.021316033,0.57,
hsa-miR-3126-5p,0.052456723,0.03393523,0.016657511,0.016450417,0.38,
hsa-miR-3127-3p,0.020982689,0.02304244,0.009214793,0.014133457,0.53,
hsa-miR-3127-5p,0.101416332,0.102643596,0.047137212,0.087349398,0.66,
hsa-miR-3128,0.146878825,0.015082324,0.024986266,0.015060241,0.25,
hsa-miR-3129-3p,0.034971149,0.015501278,0.029239248,0.017377201,0.92,
hsa-miR-3129-5p,0.057702396,0.065775692,0.069288157,0.050278035,0.97,
hsa-miR-3130-3p,0.125896136,0.039800578,0.071769063,0.041936979,0.69,
hsa-miR-3130-5p,0.363699948,0.614185764,0.347858447,0.611677479,0.98,
hsa-miR-3131,11.97761846,32.00971972,23.12682745,34.14341983,1.3,
hsa-miR-3132,0.110159119,0.165067661,0.050504156,0.088276182,0.5,
hsa-miR-3133,0.036719706,0.010473836,0.016657511,0.011121409,0.59,
hsa-miR-3134,0.022731247,0.000418953,0.004075774,0.000231696,0.19,
hsa-miR-3135a,0.001748557,0.008798023,0.00655668,0.010426321,1.61,
hsa-miR-3135b,0.27976919,0.161716033,0.215307189,0.214318814,0.97,
hsa-miR-3136-3p,0.052456723,0.025137207,0.0421754,0.016450417,0.76,
hsa-miR-3136-5p,0.029725476,0.039800578,0.039517287,0.041010195,1.16,
hsa-miR-3137,0.045462493,0.018852905,0.016303096,0.010889713,0.42,
hsa-miR-3138,0.099667774,0.232519167,0.067161666,0.138785913,0.62,
hsa-miR-3139,0.017485574,0.016339185,0.024100229,0.012279889,1.08,
hsa-miR-3140-3p,0.066445183,0.017596045,0.027821587,0.017377201,0.54,
hsa-miR-3140-5p,0.031474034,0.011730697,0.022859776,0.011121409,0.79,
hsa-miR-3141,0.319986012,0.594494952,0.273962893,0.505560704,0.85,
hsa-miR-3142,0.027976919,0.025556161,0.024631851,0.021779425,0.87,
hsa-miR-3143,0.026228362,0.016758138,0.015948681,0.011584801,0.64,
hsa-miR-3144-3p,0.928484001,3.088943818,0.814977583,1.692307692,0.62,
hsa-miR-3144-5p,0.045462493,0.025556161,0.016657511,0.017377201,0.48,
hsa-miR-3145-3p,0.108410561,0.108508945,0.057238043,0.065801668,0.57,
hsa-miR-3145-5p,0.090924987,0.094683481,0.054048307,0.061862836,0.62,
hsa-miR-3146,0.209826893,1.111064561,0.421754,0.632761816,0.8,
hsa-miR-3147,0.083930757,0.152080104,0.019315624,0.110518999,0.55,
hsa-miR-3148,0.020982689,0.006284302,0.007088303,0.007877665,0.55,
hsa-miR-3149,0.041965379,0.005446395,0.00655668,0.003938832,0.22,
hsa-miR-3150a-3p,0.06819374,0.055720809,0.025517889,0.037303058,0.51,
hsa-miR-3150b-3p,0.080433642,0.098454062,0.050681363,0.050278035,0.56,
hsa-miR-3150b-5p,0.029725476,0.142444174,0.049086495,0.123493976,1,
hsa-miR-3151-3p,0.115404791,0.036029997,0.160195637,0.123725672,1.87,
hsa-miR-3151-5p,0.099667774,0.674934015,0.131133597,0.322984245,0.59,
hsa-miR-3152-3p,0.066445183,0.056139763,0.096046499,0.042168675,1.13,
hsa-miR-3152-5p,0.111907676,0.028488835,0.02764438,0.017145505,0.32,
hsa-miR-3153,0.173107187,0.15166115,0.077262498,0.141102873,0.67,
hsa-miR-3154,0.0821822,0.031421509,0.023745813,0.02502317,0.43,
hsa-miR-3155a,0.223815352,1.198625833,0.301252857,0.685356812,0.69,
hsa-miR-3155b,0.031474034,0.021366626,0.020910492,0.020620945,0.79,
hsa-miR-3156-3p,0.026228362,0.02178558,0.03561872,0.022937905,1.22,
hsa-miR-3156-5p,0.001748557,0.012987557,0.01453102,0.010426321,1.69,
hsa-miR-3157-3p,0.029725476,0.029745695,0.027821587,0.030352178,0.98,
hsa-miR-3157-5p,0.036719706,0.026813021,0.017720756,0.016218721,0.53,
hsa-miR-3158-3p,0.078685085,0.191042775,0.041820985,0.154541242,0.73,
hsa-miR-3159,0.036719706,0.030583602,0.024631851,0.019694161,0.66,
hsa-miR-3160-3p,0.001748557,0.01089279,0.020556077,0.011121409,2.51,
hsa-miR-3160-5p,0.019234132,0.012568604,0.006025057,0.007877665,0.44,
hsa-miR-3161,0.029725476,0.026394068,0.045010721,0.018767377,1.14,
hsa-miR-3162-3p,0.141633153,0.341028112,0.039871702,0.096385542,0.28,
hsa-miR-3162-5p,0.092673544,0.047760694,0.020201662,0.031278962,0.37,
hsa-miR-3163,0.017485574,0.007541162,0.008151548,0.00695088,0.6,
hsa-miR-3164,0.055953838,0.045665927,0.047846042,0.097312326,1.43,
hsa-miR-3165,0.054205281,0.026813021,0.0210877,0.014133457,0.43,
hsa-miR-3166,0.001748557,0.011730697,0.01967004,0.013901761,2.49,
hsa-miR-3167,0.020982689,0.005865348,0.013290567,0.010658017,0.89,
hsa-miR-3168,0.06119951,0.023880347,0.028884833,0.012048193,0.48,
hsa-miR-3169,0.06819374,0.008798023,0.009569208,0.006719184,0.21,
hsa-miR-3170,0.045462493,0.023461393,0.017366341,0.020157553,0.54,
hsa-miR-3171,0.001748557,0.008798023,0.018961209,0.016218721,3.34,
hsa-miR-3173-3p,0.001748557,0.017596045,0.021619323,0.011584801,1.72,
hsa-miR-3173-5p,0.118901906,0.120239641,0.053516684,0.058387396,0.47,
hsa-miR-3174,0.069942298,0.03519209,0.025340682,0.03313253,0.56,
hsa-miR-3175,0.064696625,0.074573715,0.026226719,0.104494903,0.94,
hsa-miR-3176,0.041965379,0.033097323,0.016480303,0.02734013,0.58,
hsa-miR-3177-3p,0.069942298,0.018852905,0.009923624,0.014133457,0.27,
hsa-miR-3177-5p,0.001748557,0.034773137,0.044656306,0.019694161,1.76,
hsa-miR-3178,0.048959608,0.041057439,0.019138417,0.032205746,0.57,
hsa-miR-3179,0.073439412,0.014663371,0.018784002,0.011121409,0.34,
hsa-miR-3180,0.019234132,0.013406511,0.008860378,0.012743281,0.66,
hsa-miR-3180-3p,0.029725476,0.017596045,0.014176605,0.022706209,0.78,
hsa-miR-3180-5p,0.162615842,0.203611379,0.067870497,0.112604263,0.49,
hsa-miR-3181,0.052456723,0.023461393,0.018252379,0.026645042,0.59,
hsa-miR-3182,0.118901906,0.036867904,0.04075774,0.021779425,0.4,
hsa-miR-3183,0.06119951,0.0242993,0.026758342,0.02618165,0.62,
hsa-miR-3185,0.073439412,0.050693368,0.032251777,0.024096386,0.45,
hsa-miR-3186-3p,0.040216821,0.024718254,0.048200457,0.072752549,1.86,
hsa-miR-3186-5p,0.033222591,0.051112321,0.027467172,0.051668211,0.94,
hsa-miR-3187-3p,0.966952264,9.498931669,1.23336464,8.517145505,0.93,
hsa-miR-3187-5p,0.057702396,0.073316854,0.036859173,0.063253012,0.76,
hsa-miR-3188,0.153873055,0.04734174,0.033669437,0.049351251,0.41,
hsa-miR-3189-3p,0.272774961,0.263521723,0.072832308,0.102409639,0.33,
hsa-miR-3189-5p,0.017485574,0.011311743,0.007619925,0.0057924,0.47,
hsa-miR-3190-3p,0.024479804,0.012568604,0.008683171,0.008341057,0.46,
hsa-miR-3190-5p,0.087427872,0.020109766,0.022859776,0.019694161,0.4,
hsa-miR-3191-3p,0.855044588,4.324856508,1.092484627,1.515523633,0.5,
hsa-miR-3191-5p,0.034971149,0.025975114,0.728500292,0.021316033,12.3,
hsa-miR-3192-3p,0.092673544,0.036029997,0.032606192,0.043790547,0.59,
hsa-miR-3192-5p,0.06119951,0.027650928,0.024809059,0.015060241,0.45,
hsa-miR-3193,0.036719706,0.013406511,0.016303096,0.015060241,0.63,
hsa-miR-3194-3p,0.062948068,0.027231975,0.020024455,0.016682113,0.41,
hsa-miR-3194-5p,0.001748557,0.017177092,0.006733887,0.011353105,0.96,
hsa-miR-3195,0.033222591,0.022623487,0.015594266,0.026876738,0.76,
hsa-miR-3196,0.055953838,0.026394068,0.009392001,0.023632994,0.4,
hsa-miR-3197,0.038468264,0.063680925,0.043947476,0.060009268,1.02,
hsa-miR-3198,0.048959608,0.03393523,0.038454041,0.028266914,0.8,
hsa-miR-3199,0.043713936,0.221626377,0.062199855,0.162882298,0.85,
hsa-miR-32-3p,0.001748557,0.000418953,0.00655668,0.00463392,5.16,
hsa-miR-32-5p,0.108410561,0.137416733,0.09817299,0.09476367,0.78,
hsa-miR-3200-3p,0.083930757,0.088399179,0.102071556,0.101019462,1.18,
hsa-miR-3200-5p,0.020982689,0.017177092,0.011341284,0.009036145,0.53,
hsa-miR-3201,0.022731247,0.009216976,0.022682568,0.010426321,1.04,
hsa-miR-3202,0.29375765,0.467971008,0.232141908,0.108202039,0.45,
hsa-miR-320a,2.465465991,1.881519963,3.037692049,3.582252085,1.52,
hsa-miR-320b,0.804336422,0.460010893,1.1504315,1.128591288,1.8,
hsa-miR-320c,0.618989334,0.370773807,1.52717478,1.299814643,2.86,
hsa-miR-320d,0.239552369,0.123591269,0.233382361,0.225671918,1.26,
hsa-miR-320e,0.311243224,2.291256441,0.438943134,1.354494903,0.69,
hsa-miR-323a-3p,0.281517748,0.245925678,0.545090464,0.381139944,1.76,
hsa-miR-323a-5p,0.001748557,0.022623487,0.021442115,0.016913809,1.57,
hsa-miR-323b-3p,0.066445183,0.037286857,0.196168772,0.136468953,3.21,
hsa-miR-323b-5p,0.0821822,0.051531275,0.04075774,0.032669138,0.55,
hsa-miR-324-3p,0.048959608,0.038962671,0.046782797,0.040546803,0.99,
hsa-miR-324-5p,0.110159119,0.043990113,0.088249366,0.049582947,0.89,
hsa-miR-325,0.160867284,0.059910344,0.025163474,0.027571826,0.24,
hsa-miR-326,0.122399021,0.09342662,0.049086495,0.085495829,0.62,
hsa-miR-328-3p,0.239552369,0.175960451,0.120323935,0.141797961,0.63,
hsa-miR-328-5p,0.041965379,0.015501278,0.017897964,0.015987025,0.59,
hsa-miR-329-3p,0.139884595,0.226653819,0.336517163,0.234708063,1.56,
hsa-miR-329-5p,0.083930757,0.049436508,0.049086495,0.03892493,0.66,
hsa-miR-330-3p,0.050708166,0.045246973,0.024454644,0.02734013,0.54,
hsa-miR-330-5p,0.07518797,0.026813021,0.023745813,0.012743281,0.36,
hsa-miR-331-3p,0.048959608,0.045246973,0.028884833,0.026876738,0.59,
hsa-miR-331-5p,0.103164889,0.024718254,0.051744608,0.026645042,0.61,
hsa-miR-335-3p,0.087427872,0.089237086,0.134677748,0.09939759,1.32,
hsa-miR-335-5p,0.295506207,0.189785915,0.788750864,0.410101946,2.47,
hsa-miR-337-3p,0.106662004,0.032678369,0.036859173,0.027803522,0.46,
hsa-miR-337-5p,0.145130268,0.441157987,0.223635945,0.544485635,1.31,
hsa-miR-338-3p,0.106662004,0.25346684,0.174017827,0.291010195,1.29,
hsa-miR-338-5p,0.001748557,0.017177092,0.020024455,0.013901761,1.79,
hsa-miR-339-3p,0.125896136,0.064099879,0.092679556,0.1221038,1.13,
hsa-miR-339-5p,0.613743661,0.990405966,0.709184668,0.793558851,0.94,
hsa-miR-33a-3p,0.026228362,0.028907788,0.041820985,0.03197405,1.34,
hsa-miR-33a-5p,0.610246547,1.852612175,0.600202017,1.192075996,0.73,
hsa-miR-33b-3p,0.019234132,0.040219532,0.01453102,0.030352178,0.75,
hsa-miR-33b-5p,0.038468264,0.019690812,0.01453102,0.012974977,0.47,
hsa-miR-340-3p,0.07518797,0.065775692,0.028176003,0.027108434,0.39,
hsa-miR-340-5p,0.064696625,0.03393523,0.045896759,0.040546803,0.88,
hsa-miR-342-3p,5.805210701,6.818048515,2.2282079,2.896663577,0.41,
hsa-miR-342-5p,0.027976919,0.022204533,0.046960004,0.017608897,1.29,
hsa-miR-345-3p,0.243049484,0.260170095,0.101717141,0.194624652,0.59,
hsa-miR-345-5p,0.045462493,0.025975114,0.079388988,0.0581557,1.93,
hsa-miR-346,0.022731247,0.051950228,0.01311336,0.025254866,0.51,
hsa-miR-34a-3p,0.019234132,0.016339185,0.022505361,0.011353105,0.95,
hsa-miR-34a-5p,0.839307571,0.360718924,3.329021283,2.145968489,4.56,
hsa-miR-34b-3p,0.080433642,0.055720809,0.087717744,0.037998146,0.92,
hsa-miR-34b-5p,0.036719706,0.027231975,0.024100229,0.044949027,1.08,
hsa-miR-34c-3p,0.06119951,0.043152206,0.065921214,0.049351251,1.1,
